caseid,sct,led,term,chief,value,mow,courtmedianqmi,firsthub,outdeg,year,complexity,mowideology,concurrences,varcourtqmi,conc,dissents,stat,totalac,nyt,legalsalience,source,unan,post1989
"479/0335","107/0720","093/0667",1986,"rehnquist","economic activity","POW",.743,5.7621,33,1987,1.092047,.743,0,5.550873,0,2,1,4,"not nyt p1 story when decision came down","No","NY",0,0
"479/0361","107/0734","093/0732",1986,"rehnquist","judicial power","REHN",.0825,1.2746,5,1987,-.152566,3.137,0,5.973405,0,2,0,1,"not nyt p1 story when decision came down","No","DCC",0,0
"479/0367","107/0738","093/0739",1986,"rehnquist","criminal procedure","REHN",.743,4.8576,16,1987,-.152566,3.137,3,5.550873,1,2,0,3,"not nyt p1 story when decision came down","No","CO",0,0
"479/0388","107/0750","093/0757",1986,"rehnquist","economic activity","BW",.0825,1.5209,22,1987,1.092047,1.171,3,5.973405,1,0,1,5,"not nyt p1 story when decision came down","No","DCC",1,0
"479/0418","107/0766","093/0781",1986,"rehnquist","judicial power","BW",.743,1.0843,12,1987,.228617,1.171,0,5.550873,0,4,1,1,"not nyt p1 story when decision came down","No","4C",0,0
"479/0442","107/0782","093/0800",1986,"rehnquist","economic activity","REHN",.743,0,0,1987,-.152566,3.137,0,5.550873,0,0,1,2,"not nyt p1 story when decision came down","No","3C",1,0
"479/0450","107/0787","093/0809",1986,"rehnquist","economic activity","STEV",.743,.00314,1,1987,-.152566,-.578,0,5.550873,0,0,1,0,"not nyt p1 story when decision came down","No","5C",1,0
"479/0462","107/0794","093/0866",1986,"rehnquist","civil rights","BW",.743,2.3197,13,1987,-.152566,1.171,0,5.550873,0,3,1,2,"not nyt p1 story when decision came down","No","DDC",0,0
"479/0481","107/0805","093/0883",1986,"rehnquist","federalism","POW",.743,2.1245,29,1987,-.152566,.743,0,5.550873,0,4,1,3,"not nyt p1 story when decision came down","No","2C",0,0
"479/0511","107/0821","093/0909",1986,"rehnquist","civil rights","OCON",.957,.4205,7,1987,-.152566,1.296,0,6.243606,0,0,1,3,"not nyt p1 story when decision came down","No","MO",1,0
"479/0523","107/0828","093/0920",1986,"rehnquist","criminal procedure","REHN",1.171,3.6566,14,1987,-.152566,3.137,1,4.298635,1,0,0,3,"not nyt p1 story when decision came down","No","CT",1,0
"479/0538","107/0837","093/0934",1986,"rehnquist","criminal procedure","REHN",.743,1.5744,12,1987,-.152566,3.137,1,5.550873,1,4,0,2,"not nyt p1 story when decision came down","No","CA",0,0
"479/0564","107/0851","093/0954",1986,"rehnquist","criminal procedure","POW",.743,6.1423,16,1987,-.152566,.743,0,5.550873,0,2,0,3,"not nyt p1 story when decision came down","No","CO",0,0
"480/0001","107/0967","094/0001",1986,"rehnquist","judicial power","MAR",.743,.6912,4,1987,-.152566,-4.093,0,5.550873,0,0,1,1,"not nyt p1 story when decision came down","No","11C",1,0
"480/0009","107/0971","094/0010",1986,"rehnquist","judicial power","MAR",.743,.9155,20,1987,-.152566,-4.093,0,5.550873,0,1,1,3,"not nyt p1 story when decision came down","No","9C",0,0
"480/0023","107/0980","094/0025",1986,"rehnquist","federal taxation","BLKM",.743,.6595,14,1987,-.152566,-.926,0,5.550873,0,3,1,1,"not nyt p1 story when decision came down","No","7C",0,0
"480/0039","107/0989","094/0040",1986,"rehnquist","criminal procedure","POW",.743,12.0445,54,1987,1.47323,.743,1,6.956876,1,2,0,6,"not nyt p1 story when decision came down","No","PA",0,0
"480/0079","107/1013","094/0072",1986,"rehnquist","criminal procedure","STEV",.743,12.7534,28,1987,-.152566,-.578,0,5.550873,0,3,0,2,"not nyt p1 story when decision came down","No","MD",0,0
"480/0102","107/1026","094/0092",1986,"rehnquist","due process","OCON",.743,.4173,10,1987,-.152566,1.296,5,5.550873,1,0,0,4,"not nyt p1 story when decision came down","No","CA",1,0
"480/0123","107/1038","094/0112",1986,"rehnquist","economic activity","OCON",.743,.000158,1,1987,-.152566,1.296,1,5.550873,1,0,1,2,"not nyt p1 story when decision came down","No","SD",1,0
"480/0136","107/1046","094/0190",1986,"rehnquist","first amendment","BRN",.743,9.3829,11,1987,.228617,-3.358,2,5.550873,1,1,0,6,"not nyt p1 story when decision came down","No","FLAP",0,0
"480/0149","107/1053","094/0203",1986,"rehnquist","civil rights","BRN",.743,5.3207,20,1987,-.152566,-3.358,2,5.550873,1,4,0,6,"p1 nyt story when case decided","No","11C",0,0
"480/0202","107/1083","094/0244",1986,"rehnquist","civil rights","BW",.743,.2137,12,1987,1.092047,1.171,0,5.550873,0,3,1,11,"not nyt p1 story when decision came down","No","9C",0,0
"480/0228","107/1098","094/0267",1986,"rehnquist","due process","BW",.743,4.8348,9,1987,-.152566,1.171,0,5.550873,0,4,0,1,"not nyt p1 story when decision came down","No","OH",0,0
"480/0245","107/1107","094/0282",1986,"rehnquist","due process","MAR",.743,1.0565,8,1987,.228617,-4.093,2,5.550873,1,0,0,6,"not nyt p1 story when decision came down","No","11C",1,0
"480/0273","107/1123","094/0307",1986,"rehnquist","civil rights","BRN",.743,.2128,10,1987,-.152566,-3.358,0,5.550873,0,2,1,12,"p1 nyt story when case decided","No","11C",0,0
"480/0294","107/1134","094/0326",1986,"rehnquist","criminal procedure","BW",.743,6.156,14,1987,-.152566,1.171,1,5.550873,1,2,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"480/0321","107/1149","094/0347",1986,"rehnquist","criminal procedure","SCAL",.743,5.4687,14,1987,-.152566,1.382,1,5.550873,1,3,0,2,"not nyt p1 story when decision came down","No","AZAP",0,0
"480/0340","107/1160","094/0364",1986,"rehnquist","criminal procedure","BLKM",.743,12.6755,32,1987,-.152566,-.926,0,5.550873,0,4,0,2,"not nyt p1 story when decision came down","No","IL",0,0
"480/0370","107/1177","094/0389",1986,"rehnquist","judicial power","POW",.743,.4291,12,1987,-.152566,.743,2,5.550873,1,0,1,0,"not nyt p1 story when decision came down","No","9C",1,0
"480/0386","107/1187","094/0405",1986,"rehnquist","civil rights","POW",.743,2.2106,14,1987,-.533749,.743,1,5.550873,1,4,0,3,"not nyt p1 story when decision came down","No","1C",0,0
"480/0421","107/1207","094/0434",1986,"rehnquist","civil rights","STEV",.743,1.6108,32,1987,-.152566,-.578,2,5.550873,1,3,1,5,"p1 nyt story when case decided","No","9C",0,0
"480/0470","107/1232","094/0472",1986,"rehnquist","due process","STEV",.743,8.2939,55,1987,.228617,-.578,0,5.550873,0,4,0,6,"not nyt p1 story when decision came down","No","3C",0,0
"480/0531","107/1396","094/0542",1986,"rehnquist","economic activity","BW",.743,.4992,13,1987,-.152566,1.171,2,5.550873,1,0,1,5,"not nyt p1 story when decision came down","No","9C",1,0
"480/0557","107/1410","094/0563",1986,"rehnquist","economic activity","STEV",.743,.8432,23,1987,.228617,-.578,0,5.550873,0,0,1,4,"not nyt p1 story when decision came down","No","9C",1,0
"480/0572","107/1419","094/0577",1986,"rehnquist","economic activity","OCON",.743,2.4979,17,1987,3.099027,1.296,0,5.550873,0,4,1,6,"p1 nyt story when case decided","No","9C",0,0
"480/0616","107/1442","094/0615",1986,"rehnquist","civil rights","BRN",.743,3.0264,18,1987,-.152566,-3.358,2,5.550873,1,3,1,11,"p1 nyt story when case decided","No","9C",0,0
"480/0700","107/1487","094/0704",1986,"rehnquist","due process","REHN",.743,.9564,21,1987,-.152566,3.137,0,5.550873,0,0,0,0,"not nyt p1 story when decision came down","No","10C",1,0
"480/0709","107/1492","094/0714",1986,"rehnquist","criminal procedure","OCON",.743,6.5489,23,1987,-.152566,1.296,1,5.550873,1,4,0,4,"not nyt p1 story when decision came down","No","9C",0,0
"481/0035","107/1538","095/0032",1986,"rehnquist","unions","STEV",.743,.1057,5,1987,-.152566,-.578,0,5.550873,0,0,1,0,"not nyt p1 story when decision came down","No","3C",1,0
"481/0041","107/1549","095/0039",1986,"rehnquist","federalism","OCON",.743,.2833,16,1987,-.152566,1.296,0,5.550873,0,0,1,2,"not nyt p1 story when decision came down","No","5C",1,0
"481/0058","107/1542","095/0055",1986,"rehnquist","federalism","OCON",.743,.2334,6,1987,1.092047,1.296,2,5.550873,1,0,1,1,"not nyt p1 story when decision came down","No","6C",1,0
"481/0069","107/1637","095/0067",1986,"rehnquist","economic activity","POW",.743,2.8821,22,1987,1.092047,.743,1,5.550873,1,3,0,6,"p1 nyt story when case decided","No","7C",0,0
"481/0102","107/1656","095/0094",1986,"rehnquist","criminal procedure","STEV",.0825,2.586,14,1987,-.152566,-.578,0,6.069217,0,3,0,1,"not nyt p1 story when decision came down","No","2C",0,0
"481/0129","107/1671","095/0119",1986,"rehnquist","judicial power","STEV",.743,.8687,11,1987,-.533749,-.578,0,5.550873,0,0,0,0,"not nyt p1 story when decision came down","No","7C",1,0
"481/0137","107/1676","095/0127",1986,"rehnquist","criminal procedure","OCON",.743,4.117,21,1987,-.152566,1.296,0,5.550873,0,4,0,0,"not nyt p1 story when decision came down","No","AZ",0,0
"481/0186","107/1714","095/0162",1986,"rehnquist","criminal procedure","SCAL",.743,1.9865,10,1987,-.152566,1.382,0,5.550873,0,4,0,1,"not nyt p1 story when decision came down","No","NY",0,0
"481/0200","107/1702","095/0176",1986,"rehnquist","criminal procedure","SCAL",.743,3.7556,15,1987,-.152566,1.382,0,5.550873,0,3,0,1,"not nyt p1 story when decision came down","No","6C",0,0
"481/0221","107/1722","095/0209",1986,"rehnquist","economic activity","MAR",.743,10.3905,23,1987,1.955478,-4.093,1,5.550873,1,2,0,8,"not nyt p1 story when decision came down","No","AR",0,0
"481/0239","107/1732","095/0226",1986,"rehnquist","federal taxation","MAR",.743,.0775,9,1987,-.152566,-4.093,0,5.550873,0,3,1,0,"not nyt p1 story when decision came down","No","FEDC",0,0
"481/0252","107/1740","095/0239",1986,"rehnquist","due process","MAR",.743,9.509701,20,1987,.6098,-4.093,2,5.550873,1,3,0,3,"not nyt p1 story when decision came down","No","NDGA",0,0
"481/0279","107/1756","095/0262",1986,"rehnquist","criminal procedure","POW",.743,22.8561,86,1987,.228617,.743,0,5.550873,0,4,0,5,"p1 nyt story when case decided","No","11C",0,0
"481/0368","107/1807","095/0328",1986,"rehnquist","civil rights","SCAL",.743,.277,13,1987,-.152566,1.382,1,5.550873,1,4,0,3,"not nyt p1 story when decision came down","No","4C",0,0
"481/0393","107/1821","095/0347",1986,"rehnquist","criminal procedure","SCAL",.743,.3139,4,1987,-.152566,1.382,0,5.550873,0,0,0,1,"not nyt p1 story when decision came down","No","11C",1,0
"481/0412","107/1831","095/0365",1986,"rehnquist","criminal procedure","BRN",.743,.6449,14,1987,.228617,-3.358,2,5.550873,1,0,0,4,"not nyt p1 story when decision came down","No","4C",1,0
"481/0429","107/1841","095/0381",1986,"rehnquist","unions","BRN",.743,2.559,25,1987,1.092047,-3.358,0,5.550873,0,0,1,2,"not nyt p1 story when decision came down","No","7C",1,0
"481/0454","107/1855","095/0404",1986,"rehnquist","economic activity","MAR",.743,.068,3,1987,.7108645,-4.093,0,5.550873,0,0,1,6,"not nyt p1 story when decision came down","No","10C",1,0
"481/0465","107/1862","095/0415",1986,"rehnquist","first amendment","STEV",.0825,25.413,22,1987,1.47323,-.578,0,5.973405,0,3,0,4,"not nyt p1 story when decision came down","No","EDCA",0,0
"481/0497","107/1918","095/0439",1986,"rehnquist","first amendment","BW",.743,28.9615,43,1987,-.152566,1.171,1,5.550873,1,4,0,4,"not nyt p1 story when decision came down","No","ILAP",0,0
"481/0520","107/1931","095/0458",1986,"rehnquist","criminal procedure","POW",.743,1.8441,7,1987,-.152566,.743,0,5.550873,0,4,0,0,"not nyt p1 story when decision came down","No","AZ",0,0
"481/0537","107/1940","095/0474",1986,"rehnquist","civil rights","POW",.743,17.8891,21,1987,.7108645,.743,1,6.945497,1,0,0,13,"p1 nyt story when case decided","No","CAAP",1,0
"481/0551","107/1990","095/0539",1986,"rehnquist","civil rights","REHN",.957,5.5739,21,1987,-.152566,3.137,1,6.312485,1,2,0,3,"not nyt p1 story when decision came down","No","PAAP",0,0
"481/0573","107/2002","095/0557",1986,"rehnquist","unions","BRN",.743,.4174,6,1987,-.152566,-3.358,1,5.550873,1,3,1,2,"not nyt p1 story when decision came down","No","9C",0,0
"481/0604","107/2022","095/0582",1986,"rehnquist","civil rights","BW",.743,2.5461,12,1987,-.152566,1.171,1,5.550873,1,0,1,4,"p1 nyt story when case decided","No","3C",1,0
"481/0615","107/2019","095/0594",1986,"rehnquist","civil rights","BW",.743,.3753,1,1987,-.152566,1.171,0,5.550873,0,0,1,3,"p1 nyt story when case decided","No","4C",1,0
"481/0619","107/2029","095/0599",1986,"rehnquist","federalism","MAR",.743,.4561,10,1987,-.152566,-4.093,3,5.550873,1,1,0,4,"not nyt p1 story when decision came down","No","TNAP",0,0
"481/0648","107/2045","095/0622",1986,"rehnquist","criminal procedure","BLKM",.743,3.6952,19,1987,-.152566,-.926,1,5.550873,1,4,0,1,"not nyt p1 story when decision came down","No","MS",0,0
"481/0681","107/2063","095/0648",1986,"rehnquist","economic activity","POW",.743,.8497,17,1987,-.152566,.743,0,5.550873,0,4,0,1,"not nyt p1 story when decision came down","No","11C",0,0
"481/0704","107/2076","095/0668",1986,"rehnquist","due process","OCON",.743,5.0054,28,1987,.6098,1.296,8,5.550873,1,0,0,3,"not nyt p1 story when decision came down","No","8C",1,0
"481/0739","107/2095","095/0697",1986,"rehnquist","due process","REHN",.743,11.7832,30,1987,.6098,3.137,0,5.550873,0,3,0,5,"p1 nyt story when case decided","No","2C",0,0
"481/0770","107/2113","095/0724",1986,"rehnquist","criminal procedure","REHN",.743,2.0384,15,1987,-.152566,3.137,0,5.550873,0,3,1,3,"not nyt p1 story when decision came down","No","3C",0,0
"481/0787","107/2124","095/0740",1986,"rehnquist","criminal procedure","BRN",.743,6.102,34,1987,-.152566,-3.358,2,5.550873,1,4,0,1,"not nyt p1 story when decision came down","No","2C",0,0
"481/0828","107/2148","095/0772",1986,"rehnquist","civil rights","MAR",.743,2.6363,15,1987,.228617,-4.093,0,5.550873,0,4,1,2,"not nyt p1 story when decision came down","No","8C",0,0
"481/0851","107/2161","095/0791",1986,"rehnquist","federalism","BLKM",.743,.5029,8,1987,-.152566,-.926,1,5.550873,1,0,1,0,"not nyt p1 story when decision came down","No","11C",1,0
"482/0027","107/2225","096/0022",1986,"rehnquist","unions","BLKM",.743,.1804,11,1987,-.152566,-.926,0,5.550873,0,3,0,3,"not nyt p1 story when decision came down","No","1C",0,0
"482/0064","107/2246","096/0051",1986,"rehnquist","judicial power","POW",.0825,.8379,4,1987,-.152566,.743,1,5.973405,1,0,1,4,"not nyt p1 story when decision came down","No","DCC",1,0
"482/0078","107/2254","096/0064",1986,"rehnquist","first amendment","OCON",.743,3.927,14,1987,1.092047,1.296,0,5.550873,0,4,0,6,"not nyt p1 story when decision came down","No","8C",0,0
"482/0137","107/2287","096/0119",1986,"rehnquist","civil rights","POW",.743,1.9711,9,1987,-.152566,.743,2,5.550873,1,3,0,4,"not nyt p1 story when decision came down","No","9C",0,0
"482/0182","107/2312","096/0152",1986,"rehnquist","economic activity","STEV",.743,1.3834,11,1987,.228617,-.578,0,5.550873,0,0,1,3,"not nyt p1 story when decision came down","No","IL",1,0
"482/0193","107/2318","096/0162",1986,"rehnquist","federalism","OCON",.743,.8932,11,1987,.228617,1.296,0,5.550873,0,4,1,1,"not nyt p1 story when decision came down","No","10C",0,0
"482/0220","107/2332","096/0185",1986,"rehnquist","economic activity","OCON",.743,.3234,12,1987,1.47323,1.296,0,5.550873,0,4,1,5,"p1 nyt story when case decided","No","2C",0,0
"482/0270","107/2360","096/0222",1986,"rehnquist","judicial power","SCAL",.743,.7746,30,1987,.6098,1.382,4,5.550873,1,0,1,1,"not nyt p1 story when decision came down","No","DCC",1,0
"482/0304","107/2378","096/0250",1986,"rehnquist","due process","REHN",.743,8.8365,51,1987,-.152566,3.137,0,5.550873,0,3,0,11,"p1 nyt story when case decided","Yes","CAAP",0,0
"482/0342","107/2400","096/0282",1986,"rehnquist","first amendment","REHN",.743,2.9633,9,1987,-.152566,3.137,0,5.550873,0,4,0,9,"not nyt p1 story when decision came down","No","3C",0,0
"482/0369","107/2415","096/0303",1986,"rehnquist","due process","BRN",.743,2.124,13,1987,-.152566,-3.358,0,5.550873,0,3,0,1,"not nyt p1 story when decision came down","No","9C",0,0
"482/0386","107/2425","096/0318",1986,"rehnquist","federalism","BRN",.743,.7372,16,1987,-.152566,-3.358,0,5.550873,0,0,1,7,"not nyt p1 story when decision came down","No","9C",1,0
"482/0400","107/2433","096/0332",1986,"rehnquist","criminal procedure","OCON",.743,.3079,16,1987,-.152566,1.296,0,5.550873,0,2,1,2,"not nyt p1 story when decision came down","No","CA",0,0
"482/0423","107/2446","096/0351",1986,"rehnquist","criminal procedure","OCON",.743,.4177,9,1987,-.152566,1.296,0,5.550873,0,0,0,1,"not nyt p1 story when decision came down","Yes","FL",1,0
"482/0437","107/2494","096/0385",1986,"rehnquist","judicial power","REHN",.743,.4473,11,1987,.6098,3.137,1,5.550873,1,2,1,0,"not nyt p1 story when decision came down","No","5C",0,0
"482/0451","107/2503","096/0398",1986,"rehnquist","first amendment","BRN",.743,34.7556,43,1987,1.092047,-3.358,4,5.550873,1,1,0,1,"not nyt p1 story when decision came down","Yes","5C",0,0
"482/0483","107/2520","096/0426",1986,"rehnquist","federalism","MAR",.743,.7315,9,1987,-.152566,-4.093,0,5.550873,0,2,1,0,"not nyt p1 story when decision came down","No","CAAP",0,0
"482/0496","107/2529","096/0440",1986,"rehnquist","criminal procedure","POW",.743,2.4643,16,1987,-.152566,.743,0,5.550873,0,4,0,2,"p1 nyt story when case decided","Yes","MD",0,0
"482/0522","107/2542","096/0461",1986,"rehnquist","privacy","STEV",.743,.2238,18,1987,.228617,-.578,4,5.550873,1,0,1,9,"not nyt p1 story when decision came down","No","8C",1,0
"482/0569","107/2568","096/0500",1986,"rehnquist","first amendment","OCON",.743,7.4861,13,1987,-.152566,1.296,2,5.550873,1,0,0,8,"not nyt p1 story when decision came down","Yes","9C",1,0
"482/0578","107/2573","096/0510",1986,"rehnquist","first amendment","BRN",.743,22.8122,54,1987,-.152566,-3.358,3,5.550873,1,2,0,16,"p1 nyt story when case decided","Yes","5C",0,0
"482/0641","107/2607","096/0557",1986,"rehnquist","civil rights","BRN",.743,.5182,14,1987,.3296815,-3.358,0,5.550873,0,3,0,1,"not nyt p1 story when decision came down","No","5C",0,0
"482/0656","107/2617","096/0572",1986,"rehnquist","civil rights","BW",.743,5.1962,32,1987,.228617,1.171,3,5.550873,1,3,1,3,"not nyt p1 story when decision came down","No","3C",0,0
"482/0691","107/2636","096/0601",1986,"rehnquist","criminal procedure","BLKM",.743,4.9386,16,1987,-.152566,-.926,0,5.550873,0,3,0,1,"not nyt p1 story when decision came down","No","NY",0,0
"482/0730","107/2658","096/0631",1986,"rehnquist","criminal procedure","BLKM",.743,4.3768,24,1987,.228617,-.926,0,5.550873,0,3,0,5,"not nyt p1 story when decision came down","No","KY",0,0
